no pipes no enemies many blocks low elevation,1400,2.5,1725220718326,../sampling/generated_level/generated_level_1725220718326_6.txt,0.21757117082929822,0.07,1,1.0,98.55636,-20,0.0
no pipes no enemies many blocks high elevation,1400,2.5,1725220718326,../sampling/generated_level/generated_level_1725220718326_7.txt,0.5016508876992766,0.15,1,1.0,86.32387500000002,-60,0.0
no pipes little enemies little blocks low elevation,1400,2.5,1725220785757,../sampling/generated_level/generated_level_1725220785757_8.txt,3.569313471489987,1.0,1,1.0,95.5592,10,1.0
no pipes little enemies little blocks high elevation,1400,2.5,1725220785757,../sampling/generated_level/generated_level_1725220785757_9.txt,3.4083118392338974,1.0,1,1.0,115.06569,10,1.0
no pipes little enemies little blocks low elevation,1400,2.5,1725220785757,../sampling/generated_level/generated_level_1725220785757_10.txt,2.896240625180289,0.87,1,1.0,76.05415,10,1.0
no pipes little enemies little blocks high elevation,1400,2.5,1725220785757,../sampling/generated_level/generated_level_1725220785757_11.txt,2.789043290307857,0.84,1,1.0,93.53402,10,1.0
no pipes little enemies some blocks low elevation,1400,2.5,1725220785758,../sampling/generated_level/generated_level_1725220785758_12.txt,3.852601634253067,1.0,-100,0.0,0.0,-30,0.0
no pipes little enemies some blocks high elevation,1400,2.5,1725220785758,../sampling/generated_level/generated_level_1725220785758_13.txt,2.4337662033874867,0.73,-100,0.0,0.0,10,1.0
no pipes little enemies many blocks low elevation,1400,2.5,1725220785758,../sampling/generated_level/generated_level_1725220785758_14.txt,0.8588196375546163,0.26,-100,0.0,66.70320500000001,-10,0.0
no pipes little enemies many blocks high elevation,1400,2.5,1725220785758,../sampling/generated_level/generated_level_1725220785758_15.txt,0.334000851196669,0.1,1,1.0,103.78366,-80,0.0
no pipes some enemies little blocks low elevation,1400,2.5,1725220853173,../sampling/generated_level/generated_level_1725220853173_16.txt,0.43898529534491404,0.13,1,1.0,150.31775,10,1.0
no pipes some enemies little blocks high elevation,1400,2.5,1725220853173,../sampling/generated_level/generated_level_1725220853173_17.txt,2.3403904261435953,0.7,1,1.0,87.61616,10,1.0
no pipes some enemies little blocks low elevation,1400,2.5,1725220853173,../sampling/generated_level/generated_level_1725220853173_18.txt,4.151470006944541,1.0,1,1.0,103.50085000000001,10,1.0
no pipes some enemies little blocks high elevation,1400,2.5,1725220853173,../sampling/generated_level/generated_level_1725220853173_19.txt,1.9887125581120286,0.6,-100,0.0,0.0,10,1.0
no pipes some enemies some blocks low elevation,1400,2.5,1725220853173,../sampling/generated_level/generated_level_1725220853173_20.txt,3.7751565087844603,1.0,1,1.0,90.77217999999999,10,1.0
no pipes some enemies some blocks high elevation,1400,2.5,1725220853173,../sampling/generated_level/generated_level_1725220853173_21.txt,3.202717459157876,1.0,-100,0.0,7.341501500000001,-10,0.0
no pipes some enemies many blocks low elevation,1400,2.5,1725220853173,../sampling/generated_level/generated_level_1725220853173_22.txt,0.10881742345452694,0.03,-100,0.0,81.31194,10,1.0
no pipes some enemies many blocks high elevation,1400,2.5,1725220853173,../sampling/generated_level/generated_level_1725220853173_23.txt,2.0346524944015902,0.61,-100,0.0,85.343435,-20,0.0
no pipes many enemies little blocks low elevation,1400,2.5,1725220921246,../sampling/generated_level/generated_level_1725220921246_24.txt,2.96045387439071,0.89,1,1.0,82.26325,10,1.0
no pipes many enemies little blocks high elevation,1400,2.5,1725220921247,../sampling/generated_level/generated_level_1725220921247_25.txt,0.6559960805528887,0.2,-100,0.0,94.313935,-50,0.0
no pipes many enemies little blocks low elevation,1400,2.5,1725220921247,../sampling/generated_level/generated_level_1725220921247_26.txt,0.4975500921034913,0.15,-100,0.0,43.534555,10,1.0
no pipes many enemies little blocks high elevation,1400,2.5,1725220921247,../sampling/generated_level/generated_level_1725220921247_27.txt,1.6355272115231088,0.49,1,1.0,70.74876499999999,10,1.0
no pipes many enemies some blocks low elevation,1400,2.5,1725220921247,../sampling/generated_level/generated_level_1725220921247_28.txt,3.5140278845025743,1.0,-100,0.0,0.0,10,1.0
no pipes many enemies some blocks high elevation,1400,2.5,1725220921247,../sampling/generated_level/generated_level_1725220921247_29.txt,2.624092990552522,0.79,1,1.0,214.91024,10,1.0
no pipes many enemies many blocks low elevation,1400,2.5,1725220921247,../sampling/generated_level/generated_level_1725220921247_30.txt,0.3979581748784129,0.12,-100,0.0,71.79511,-20,0.0
no pipes many enemies many blocks high elevation,1400,2.5,1725220921247,../sampling/generated_level/generated_level_1725220921247_31.txt,1.2182587934928963,0.37,1,1.0,122.15126500000001,10,1.0
little pipes no enemies little blocks low elevation,1400,2.5,1725220988655,../sampling/generated_level/generated_level_1725220988655_32.txt,4.244452659790555,1.0,-100,0.0,79.34400000000001,-30,0.0
little pipes no enemies little blocks high elevation,1400,2.5,1725220988655,../sampling/generated_level/generated_level_1725220988655_33.txt,2.297483966097868,0.69,-100,0.0,51.578635,10,1.0
little pipes no enemies some blocks low elevation,1400,2.5,1725220988655,../sampling/generated_level/generated_level_1725220988655_34.txt,3.3041594684809743,1.0,1,1.0,127.28877,10,1.0
little pipes no enemies some blocks high elevation,1400,2.5,1725220988656,../sampling/generated_level/generated_level_1725220988656_35.txt,1.6259932271747917,0.49,1,1.0,54.657775,10,1.0
little pipes no enemies many blocks low elevation,1400,2.5,1725220988656,../sampling/generated_level/generated_level_1725220988656_36.txt,1.436484693682558,0.43,1,1.0,88.060875,10,1.0
little pipes no enemies many blocks high elevation,1400,2.5,1725220988656,../sampling/generated_level/generated_level_1725220988656_37.txt,1.2705475062861766,0.38,1,1.0,75.857435,-10,0.0
