no pipes no enemies some blocks low elevation,1400,2.5,1720445798744,../sampling/generated_level/generated_level_1720445798744_17.txt,1.0967007701767315,0.33,1,1.0,82.761,-30,0.0,0.67
no pipes no enemies some blocks low elevation,1400,2.5,1720445905588,../sampling/generated_level/generated_level_1720445905588_18.txt,1.9585642560991985,0.59,1,1.0,111.438605,10,1.0,0.92
no pipes no enemies some blocks low elevation,1400,2.5,1720446014559,../sampling/generated_level/generated_level_1720446014559_19.txt,1.9291434096949045,0.58,-100,0.0,0.0,-10,0.0,0.12
no pipes no enemies some blocks high elevation,1400,2.5,1720446126570,../sampling/generated_level/generated_level_1720446126570_0.txt,1.3138248165818447,0.39,-100,0.0,0.2,10,1.0,0.28
no pipes no enemies some blocks high elevation,1400,2.5,1720446233704,../sampling/generated_level/generated_level_1720446233704_1.txt,2.0265821393246624,0.61,1,1.0,95.77312,10,1.0,0.92
no pipes no enemies some blocks high elevation,1400,2.5,1720446340856,../sampling/generated_level/generated_level_1720446340856_2.txt,1.8461372468395576,0.55,1,1.0,102.35824,10,1.0,0.91
no pipes no enemies some blocks high elevation,1400,2.5,1720446448351,../sampling/generated_level/generated_level_1720446448351_3.txt,-0.7018186467210725,0.0,1,1.0,100.63507,10,1.0,0.8
no pipes no enemies some blocks high elevation,1400,2.5,1720446555842,../sampling/generated_level/generated_level_1720446555842_4.txt,0.9114007311975186,0.27,1,1.0,104.70946,10,1.0,0.85
no pipes no enemies some blocks high elevation,1400,2.5,1720446663144,../sampling/generated_level/generated_level_1720446663144_5.txt,1.958105040677424,0.59,1,1.0,63.61946,-10,0.0,0.72
no pipes no enemies some blocks high elevation,1400,2.5,1720446770280,../sampling/generated_level/generated_level_1720446770280_6.txt,1.8191726666640888,0.55,1,1.0,109.065065,10,1.0,0.91
no pipes no enemies some blocks high elevation,1400,2.5,1720446877533,../sampling/generated_level/generated_level_1720446877533_7.txt,2.6481697405775484,0.79,1,1.0,75.25967999999999,10,1.0,0.96
no pipes no enemies some blocks high elevation,1400,2.5,1720446984724,../sampling/generated_level/generated_level_1720446984724_8.txt,1.1816227320042472,0.35,1,1.0,67.39953000000001,-10,0.0,0.67
no pipes no enemies some blocks high elevation,1400,2.5,1720447091879,../sampling/generated_level/generated_level_1720447091879_9.txt,3.532496378136269,1.0,1,1.0,89.015775,10,1.0,1.0
no pipes no enemies some blocks high elevation,1400,2.5,1720447199069,../sampling/generated_level/generated_level_1720447199069_10.txt,0.8383158119526856,0.25,1,1.0,102.272325,10,1.0,0.85
no pipes no enemies some blocks high elevation,1400,2.5,1720447306317,../sampling/generated_level/generated_level_1720447306317_11.txt,2.1395579941396474,0.64,1,1.0,102.981835,10,1.0,0.93
no pipes no enemies some blocks high elevation,1400,2.5,1720447413479,../sampling/generated_level/generated_level_1720447413479_12.txt,1.7159977995584417,0.51,-100,0.0,0.0,-20,0.0,0.1
no pipes no enemies some blocks high elevation,1400,2.5,1720447520760,../sampling/generated_level/generated_level_1720447520760_13.txt,1.1040162501629545,0.33,1,1.0,83.874305,-40,0.0,0.67
no pipes no enemies some blocks high elevation,1400,2.5,1720447628048,../sampling/generated_level/generated_level_1720447628048_14.txt,1.07021887111072,0.32,1,1.0,104.317235,10,1.0,0.86
no pipes no enemies some blocks high elevation,1400,2.5,1720447735535,../sampling/generated_level/generated_level_1720447735535_15.txt,1.7853393939253706,0.54,1,1.0,105.33794,-40,0.0,0.71
no pipes no enemies some blocks high elevation,1400,2.5,1720447842998,../sampling/generated_level/generated_level_1720447842998_16.txt,0.9336210814426428,0.28,1,1.0,104.259105,10,1.0,0.86
no pipes no enemies some blocks high elevation,1400,2.5,1720447950146,../sampling/generated_level/generated_level_1720447950146_17.txt,2.8024370249520776,0.84,-100,0.0,60.295645,-30,0.0,0.17
no pipes no enemies some blocks high elevation,1400,2.5,1720448057346,../sampling/generated_level/generated_level_1720448057346_18.txt,1.6258145836939115,0.49,-100,0.0,0.0,-10,0.0,0.1
no pipes no enemies some blocks high elevation,1400,2.5,1720448164531,../sampling/generated_level/generated_level_1720448164531_19.txt,3.575262276484145,1.0,1,1.0,78.98463,10,1.0,1.0
no pipes no enemies many blocks low elevation,1400,2.5,1720448274402,../sampling/generated_level/generated_level_1720448274402_0.txt,2.0635069643959723,0.62,1,1.0,78.27144999999999,-20,0.0,0.72
no pipes no enemies many blocks low elevation,1400,2.5,1720448381610,../sampling/generated_level/generated_level_1720448381610_1.txt,1.1838125189718138,0.36,1,1.0,58.313465,-30,0.0,0.67
no pipes no enemies many blocks low elevation,1400,2.5,1720448488759,../sampling/generated_level/generated_level_1720448488759_2.txt,0.1277556501686053,0.04,1,1.0,76.32095000000001,10,1.0,0.81
no pipes no enemies many blocks low elevation,1400,2.5,1720448595969,../sampling/generated_level/generated_level_1720448595969_3.txt,2.193937360063252,0.66,1,1.0,135.527795,-30,0.0,0.73
no pipes no enemies many blocks low elevation,1400,2.5,1720448703155,../sampling/generated_level/generated_level_1720448703155_4.txt,0.2118867367033754,0.06,1,1.0,85.25692500000001,10,1.0,0.81
no pipes no enemies many blocks low elevation,1400,2.5,1720448810236,../sampling/generated_level/generated_level_1720448810236_5.txt,-0.2142859657805123,0.0,1,1.0,72.70297,10,1.0,0.8
no pipes no enemies many blocks low elevation,1400,2.5,1720448917464,../sampling/generated_level/generated_level_1720448917464_6.txt,1.028424582987911,0.31,1,1.0,64.59884,10,1.0,0.86
no pipes no enemies many blocks low elevation,1400,2.5,1720449024787,../sampling/generated_level/generated_level_1720449024787_7.txt,0.6433130478058295,0.19,1,1.0,85.79466000000001,-20,0.0,0.64
no pipes no enemies many blocks low elevation,1400,2.5,1720449132096,../sampling/generated_level/generated_level_1720449132096_8.txt,1.3904097622751148,0.42,1,1.0,86.18183499999999,10,1.0,0.88
no pipes no enemies many blocks low elevation,1400,2.5,1720449239160,../sampling/generated_level/generated_level_1720449239160_9.txt,-0.2235866257928569,0.0,1,1.0,70.635365,-20,0.0,0.6
no pipes no enemies many blocks low elevation,1400,2.5,1720449347284,../sampling/generated_level/generated_level_1720449347284_10.txt,2.755459955150225,0.83,-100,0.0,46.06869999999999,-60,0.0,0.17
no pipes no enemies many blocks low elevation,1400,2.5,1720449455114,../sampling/generated_level/generated_level_1720449455114_11.txt,1.834590767726821,0.55,1,1.0,71.01546,10,1.0,0.91
no pipes no enemies many blocks low elevation,1400,2.5,1720449562695,../sampling/generated_level/generated_level_1720449562695_12.txt,0.9092255542629382,0.27,1,1.0,72.28266500000001,10,1.0,0.85
no pipes no enemies many blocks low elevation,1400,2.5,1720449669994,../sampling/generated_level/generated_level_1720449669994_13.txt,0.9058934467959469,0.27,1,1.0,64.2854125,-30,0.0,0.65
no pipes no enemies many blocks low elevation,1400,2.5,1720449777178,../sampling/generated_level/generated_level_1720449777178_14.txt,1.9764517765017064,0.59,1,1.0,77.49030499999999,10,1.0,0.92
no pipes no enemies many blocks low elevation,1400,2.5,1720449884335,../sampling/generated_level/generated_level_1720449884335_15.txt,0.8384891825589313,0.25,1,1.0,82.06968,10,1.0,0.85
no pipes no enemies many blocks low elevation,1400,2.5,1720449991458,../sampling/generated_level/generated_level_1720449991458_16.txt,1.554735171277895,0.47,-100,0.0,18.684197,10,1.0,0.29
no pipes no enemies many blocks low elevation,1400,2.5,1720450098384,../sampling/generated_level/generated_level_1720450098384_17.txt,3.1229636305708794,1.0,1,1.0,85.739575,-10,0.0,0.8
no pipes no enemies many blocks low elevation,1400,2.5,1720450205385,../sampling/generated_level/generated_level_1720450205385_18.txt,0.3441314152556347,0.1,-100,0.0,76.764195,-30,0.0,0.02
no pipes no enemies many blocks low elevation,1400,2.5,1720450312576,../sampling/generated_level/generated_level_1720450312576_19.txt,1.9138740850047036,0.57,1,1.0,82.693835,-20,0.0,0.71
no pipes no enemies many blocks high elevation,1400,2.5,1720450422358,../sampling/generated_level/generated_level_1720450422358_0.txt,2.0076344182005905,0.6,1,1.0,178.786965,10,1.0,0.92
no pipes no enemies many blocks high elevation,1400,2.5,1720450529187,../sampling/generated_level/generated_level_1720450529187_1.txt,0.2649068870866555,0.08,1,1.0,104.24615,10,1.0,0.82
no pipes no enemies many blocks high elevation,1400,2.5,1720450636169,../sampling/generated_level/generated_level_1720450636169_2.txt,1.3020904715544814,0.39,-100,0.0,0.0,-10,0.0,0.08
no pipes no enemies many blocks high elevation,1400,2.5,1720450743061,../sampling/generated_level/generated_level_1720450743061_3.txt,1.0973078619891483,0.33,-100,0.0,54.11485,10,1.0,0.27
no pipes no enemies many blocks high elevation,1400,2.5,1720450849958,../sampling/generated_level/generated_level_1720450849958_4.txt,0.9049217458173352,0.27,1,1.0,90.9933,-30,0.0,0.65
no pipes no enemies many blocks high elevation,1400,2.5,1720450956843,../sampling/generated_level/generated_level_1720450956843_5.txt,1.6186695278445715,0.49,-100,0.0,16.868803500000002,-20,0.0,0.1
no pipes no enemies many blocks high elevation,1400,2.5,1720451063738,../sampling/generated_level/generated_level_1720451063738_6.txt,-0.3493730639317807,0.0,1,1.0,76.20716500000002,-10,0.0,0.6
no pipes no enemies many blocks high elevation,1400,2.5,1720451170709,../sampling/generated_level/generated_level_1720451170709_7.txt,1.5477873575015413,0.46,-100,0.0,84.71433499999999,10,1.0,0.29
